nr,Artikelid,Varnummer,Namn,Namn2,Prisinklmoms,Volymiml,PrisPerLiter,Saljstart,Utgått,Varugrupp,Typ,Stil,Forpackning,Forslutning,Ursprung,Ursprunglandnamn,Producent,Leverantor,Argang,Provadargang,Alkoholhalt,Sortiment,SortimentText,Ekologisk,Etiskt,Koscher,RavarorBeskrivning,Pant,EtisktEtikett
8716701,1008020,87167,Ragnarök Gin,,431.00,700.00,615.71,2015-10-01,0,Gin och Genever,Gin,,Flaska,,,Sverige,Tevsjö Destilleri Järvsö AB,Tevsjö Destilleri i Järvsö AB,,,44.00%,BS,Övrigt sortiment,0,0,0,"Enbär, kummin, lingon och dill.",NA,NA
7267601,1008041,72676,Bombshell,Zinfandel,89.00,750.00,118.67,2015-10-01,0,Rött vin,Fruktigt & Smakrikt,,Flaska,,Apulien,Italien,Agricole Rizello Spa,Stellan Kramer AB,2015,,14.00%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
7767101,1008050,77671,Dentelles & Crinolines,Extra Brut,349.00,750.00,465.33,2015-10-01,0,Mousserande vin,Vitt Torrt,,Flaska,,Champagne,Frankrike,Pierre Brigandat & Fils,Picky Drinks AB,2009,,12.00%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
8964603,1008054,89646,Schöfferhofer,Hefeweizen,16.90,330.00,51.21,2015-10-01,0,Öl,Veteöl,Hefeweizen,Flaska,,,Tyskland,Radeberger Gruppe KG,TOMP Beer Wine & Spirits AB,,,5.00%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
7570701,1008061,75707,Castelmare,Amarone della Valpolicella Classico,179.00,750.00,238.67,2015-10-01,0,Rött vin,Kryddigt & Mustigt,,Flaska,Natur,Venetien,Italien,Cantina Valpolicella Negrar,Carovin AB,2015,,15.00%,FS,Ordinarie sortiment,0,0,0,NA,NA,NA
7564901,1008070,75649,Whispering Tree,Chardonnay,129.00,750.00,172.00,2015-10-01,0,Vitt vin,,,Flaska,,Washington State,USA,Wahluke Wine Company,Carovin AB,2013,,14.00%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
7147901,1008083,71479,KooLooLoo,Cabernet Sauvignon Organic,239.00,750.00,318.67,2015-10-01,0,Rött vin,,,Flaska,,Kalifornien,USA,KooLooLoo Vineyards,Wine Lounge Stockholm AB,2009,,14.10%,BS,Övrigt sortiment,1,0,0,NA,NA,NA
8754001,1008086,87540,Ysabel Regina,,597.00,700.00,852.86,2015-10-01,0,Armagnac och Brandy,Brandy,,Flaska,,,Spanien,Global Premium Brands,Fine Brands Sweden AB,,,42.00%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
7463201,1008113,74632,KooLooLoo,Old Vine Zinfandel Organic,239.00,750.00,318.67,2015-10-01,0,Rött vin,,,Flaska,,Kalifornien,USA,KooLooLoo Vineyards,Wine Lounge Stockholm AB,2008,,14.60%,BS,Övrigt sortiment,1,0,0,NA,NA,NA
7604001,1008166,76040,KooLooLoo,Chardonnay Organic,239.00,750.00,318.67,2015-10-01,0,Vitt vin,,,Flaska,,Kalifornien,USA,KooLooLoo Vineyards,Wine Lounge Stockholm AB,2012,,13.50%,BS,Övrigt sortiment,1,0,0,NA,NA,NA
7104701,1008210,71047,Revolution,Cabernet Sauvignon,294.00,750.00,392.00,2015-10-01,0,Rött vin,,,Flaska,,Kalifornien,USA,Napa Wine Arts,Wine Lounge Stockholm AB,2011,,14.20%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
7406501,1008281,74065,Rumi,Napa Valley Red,365.00,750.00,486.67,2015-10-01,0,Rött vin,,,Flaska,,Kalifornien,USA,RUMI Wine Company Napa,Wine Lounge Stockholm AB,2010,,14.10%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
7310501,1008386,73105,Vinistella,Amarone Della Valpolicella Classico,210.00,750.00,280.00,2015-10-01,0,Rött vin,,,Flaska,,Venetien,Italien,ViniMundi,The Wine Team Global AB,2012,,15.00%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
7750901,1008421,77509,Avinyó,Blanc de Noirs Cava Brut Nature Reserva,195.00,750.00,260.00,2015-10-01,0,Mousserande vin,Vitt Torrt,,Flaska,,Cava,Spanien,Avinyó,Robert Rask Vinhandel,,,11.50%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
7378301,1008437,73783,Lavender Creek,,345.00,750.00,460.00,2015-10-01,0,Rött vin,,,Flaska,,Kalifornien,USA,Napa Wine Arts,Wine Lounge Stockholm AB,2012,,13.90%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
7370001,1008467,73700,Lusthof,Pinotage,149.00,750.00,198.67,2015-10-01,0,Rött vin,,,Flaska,,Western Cape,Sydafrika,Alexander Baron von Essen,Wine Lounge Stockholm AB,2013,,14.00%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
8899715,1008487,88997,Fuller's,Frontier,19.30,330.00,58.49,2015-10-01,0,Öl,Ljus lager,,Burk,,,Storbritannien,Fuller Smith & Turner,Arvid Nordquist Vin och Sprithandel,,,4.50%,BS,Övrigt sortiment,0,0,0,NA,1.00,NA
7618401,1008503,76184,Dufvenkrooks,Vinglögg,72.00,750.00,96.00,2015-10-01,0,Glögg och Glühwein,,,Flaska,,,Sverige,Spirit of Sweden,Great Brands AB,,,10.00%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
7483001,1008506,74830,Muratie,Ansela van de Caab,199.00,750.00,265.33,2015-10-01,0,Rött vin,,,Flaska,,Western Cape,Sydafrika,Muratie,Wine Lounge Stockholm AB,2012,,14.50%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
8848701,1008522,88487,Herrljunga Cider,Ginger Lemon,18.50,500.00,37.00,2015-10-01,0,Cider,Söt,,Flaska,,,Sverige,Herrljunga Cider AB,Great Brands AB,,,4.00%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
7190601,1008535,71906,Domaine de Calet,Chardonnay,127.00,750.00,169.33,2015-10-01,0,Vitt vin,,,Flaska,,Languedoc-Roussillon,Frankrike,Domaine de Calet,Buteljholmen AB,2013,,13.00%,BS,Övrigt sortiment,1,0,0,NA,NA,NA
8598101,1008709,85981,anCnoc,18 Years,899.00,700.00,1284.29,2015-10-01,0,Whisky,Maltwhisky,,Flaska,,Skottland,Storbritannien,The Knockdhu Distillery,Berntson Brands AB,,,46.00%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
8747101,1008840,87471,Nuestra Soledad,Espadín Mezcal Joven,557.00,700.00,795.71,2015-10-01,0,Tequila och Mezcal,Mezcal,,Flaska,,,Mexiko,Agave de Cortes,AliasSmith AB,,,41.00%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
8722401,1008873,87224,Xta,,371.00,700.00,530.00,2015-10-01,0,Likör,Kryddlikör,,Flaska,,,Mexiko,Casa D'aristi,AliasSmith AB,,,35.00%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
8724201,1008883,87242,Huana,,360.00,700.00,514.29,2015-10-01,0,Likör,Annan likör,,Flaska,,,Mexiko,Casa D'aristi,AliasSmith AB,,,30.00%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
8790701,1008886,87907,Kalani,,278.00,700.00,397.14,2015-10-01,0,Likör,Annan likör,,Flaska,,,Mexiko,Casa D'aristi,AliasSmith AB,,,30.00%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
7408601,1008897,74086,Abdyika,Melnik Tradition Reserve,179.00,750.00,238.67,2015-10-01,0,Rött vin,,,Flaska,,Trakien,Bulgarien,Damianitza Winery,Preuss International AB,2012,,14.00%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
7446101,1008900,74461,Preuss Wine Collection,Cabernet Sauvignon Merlot Melnik,115.00,750.00,153.33,2015-10-01,0,Rött vin,,,Flaska,,Trakien,Bulgarien,Damiannitza AD,Preuss International AB,2015,,14.00%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
7932202,1008921,79322,Mizzon,Passito Bianco,299.00,500.00,598.00,2015-10-01,0,Vitt vin,Sött,,Flaska,Naturkork,Venetien,Italien,Mizzon di Perusi Nicola,Vino Conoscenza AB,2012,,14.00%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
7388201,1008924,73882,Mizzon,Valpolicella Ripasso Classico Superiore,229.00,750.00,305.33,2015-10-01,0,Rött vin,,,Flaska,Naturkork,Venetien,Italien,Mizzon di Perusi Nicola,Vino Conoscenza AB,2013,,14.00%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
7431501,1008953,74315,Macho Man,Monastrell,210.00,750.00,280.00,2015-10-01,0,Rött vin,,,Flaska,,Jumilla,Spanien,Casa Rojo,Vivona AB,2013,,14.00%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
7279109,1008977,72791,Montirius Lådan,,483.00,2250.00,214.67,2015-10-01,0,Rött vin,,,3 fl à 750 ml,,,Frankrike,Domaine Montirius,TM Kvalitetsviner AB,,,13.50%,BS,Övrigt sortiment,1,0,0,NA,NA,NA
7561001,1008988,75610,Poderi Sanrocco,Chardonnay,127.00,750.00,169.33,2015-10-01,0,Vitt vin,,,Flaska,,Piemonte,Italien,Poderi Sanrocco,Larkum HB,2015,,13.00%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
7096809,1009045,70968,Abrigo Giovanni Piemonte Mix 1,,732.00,4500.00,162.67,2015-10-01,0,Rött vin,,,6 fl à 750 ml,,Piemonte,Italien,Az. Agr. Abrigo Giovanni,Larkum HB,,,13.50%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
8223801,10091,82238,Sancerre,l'Ancienne Vigne,234.00,750.00,312.00,1996-03-01,0,Vitt vin,,,Flaska,,Loiredalen,Frankrike,Fournier Père & Fils,Carovin AB,2015,,12.50%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
7105801,1009117,71058,Cinclus SC,,147.00,750.00,196.00,2015-10-01,0,Vitt vin,,,Flaska,,,Spanien,DG Viticultors,Vivona AB,2011,,13.50%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
7735201,1009158,77352,DG Viticultors,Cava Brut Reserva Chardonnay,171.00,750.00,228.00,2015-10-01,0,Mousserande vin,Vitt Torrt,,Flaska,,Cava,Spanien,DG Viticultors,Vivona AB,2012,,12.50%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
8847001,1009183,88470,Criminally Bad Elf,,47.90,500.00,95.80,2015-10-01,0,Öl,Ale brittisk-amerikansk stil,Barley wine,Flaska,,England,Storbritannien,Ridgeway Brewing,AB Wicked Wine Sweden,,,10.50%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
8869103,1009193,88691,Insanely Bad Elf,,35.80,330.00,108.49,2015-10-01,0,Öl,Ale brittisk-amerikansk stil,Barley wine,Flaska,,England,Storbritannien,Ridgeway Brewing,AB Wicked Wine Sweden,,,11.20%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
7902701,1009203,79027,Le Cadran de Fombrauge,,279.00,750.00,372.00,2015-10-01,0,Rött vin,,,Flaska,,Bordeaux,Frankrike,Bernard Magrez,AB Wicked Wine Sweden,2011,,14.00%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
7914401,1009252,79144,Si Mon Père Savait,,179.00,750.00,238.67,2015-10-01,0,Rött vin,,,Flaska,,Languedoc-Roussillon,Frankrike,Bernard Magrez,AB Wicked Wine Sweden,2013,,13.50%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
7906401,1009306,79064,Von Winning,Sauvignon Blanc 2 Trocken,159.00,750.00,212.00,2015-11-02,0,Vitt vin,,,Flaska,,Pfalz,Tyskland,Von Winning,Intermondi AB,2016,,12.00%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
7472101,1009349,74721,Spice Route,Chakalaka,229.00,750.00,305.33,2015-11-02,0,Rött vin,,,Flaska,,Western Cape,Sydafrika,Spice Route Wine Company,Johan Lidby Vinhandel AB,2014,,14.00%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
8525501,1009685,85255,The English Whisky Co,Clydesdale Sassicaia Cask,935.00,700.00,1335.71,2015-11-02,0,Whisky,Maltwhisky,,Flaska,,,Storbritannien,The English Whisky Co,Clydesdale AB,2007,,57.10%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
15401,1009703,154,Explorer Vodka,,198.00,700.00,282.86,2016-02-24,0,Vodka och Brännvin,Vodka,,PET-flaska,,,Internationellt märke,Altia Sweden AB,Altia Sweden AB,,,37.50%,FS,Ordinarie sortiment,0,0,0,Vete.,1.00,NA
11001,1009731,110,Explorer Vodka,Jordgubb Lime,211.00,700.00,301.43,2016-03-01,0,Smaksatt sprit,Smaksatt vodka,,PET-flaska,,,Internationellt märke,Altia,Altia Sweden AB,,,37.50%,FS,Ordinarie sortiment,0,0,0,Spannmål.,1.00,NA
3068703,1009794,30687,Költur That's What She Said,Amber Ale,25.90,330.00,78.49,2015-11-02,0,Öl,Ale brittisk-amerikansk stil,Amber ale,Flaska,,Stockholms län,Sverige,Brewing Költur,Brewing Költur AB,,,5.60%,TSLS,Lokalt och småskaligt,0,0,0,Kornmalt och humle.,NA,NA
7642001,1009797,76420,Barolo,Villaforte,189.00,750.00,252.00,2015-11-02,0,Rött vin,Stramt & Nyanserat,,Flaska,Natur,Piemonte,Italien,Mare Magnum,Oenoforos AB,2014,,14.00%,FS,Ordinarie sortiment,0,0,0,Nebbiolo.,NA,NA
3068803,1009803,30688,No Name Evölution,India Pale Ale,28.50,330.00,86.36,2015-11-02,0,Öl,Ale brittisk-amerikansk stil,India pale ale (IPA),Flaska,,Stockholms län,Sverige,Brewing Költur,Brewing Költur AB,,,6.80%,TSLS,Lokalt och småskaligt,0,0,0,Kornmalt och humle.,NA,NA
7913606,1009825,79136,Masi Costasera,Amarone Classico Riserva,1049.00,1500.00,699.33,2015-12-01,0,Rött vin,,,Magnum,,Venetien,Italien,Masi Agricola Spa,Vinunic AB,2006,,15.50%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
3069303,1009972,30693,Rådanäs Ekologiska Pilsner,,24.90,330.00,75.46,2015-11-02,0,Öl,Ljus lager,Pilsner - tysk stil,Flaska,,Västra Götalands län,Sverige,Rådanäs Bryggeri AB,Rådanäs Bryggeri AB,,,4.70%,TSLS,Lokalt och småskaligt,1,0,0,Korn- och vetemalt smat humle.,NA,NA
3069701,1010158,30697,Helsinge,Porter,41.80,500.00,83.60,2015-11-02,0,Öl,Porter och stout,Imperial porter och stout,Flaska,,Gävleborgs län,Sverige,Helsinge Ångbryggeri HB,Svensk Cater AB,2015,,7.00%,TSLS,Lokalt och småskaligt,0,0,0,Kornmalt och humle.,NA,NA
7001201,10104356,70012,Prüm Blue,Riesling Kabinett Trocken,149.00,750.00,198.67,2018-01-15,0,Vitt vin,,,Flaska,,Mosel,Tyskland,S.A. Prüm,Spendrups Bryggeri AB,2016,,11.50%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
7341301,10104358,73413,Chianti,Castelsina Riserva,109.00,750.00,145.33,2018-01-15,0,Rött vin,Kryddigt & Mustigt,,Flaska,Natur,Toscana,Italien,Cantina Senesi Aretini,Fields Wine Company AB,2011,,13.50%,FSB,Ordinarie sortiment,0,0,0,Sangiovese.,NA,NA
7614106,10104359,76141,AIX,Rosé,279.00,1500.00,186.00,2018-01-15,0,Rosévin,,,Magnum,,Provence,Frankrike,SRL Maison Saint Aix,We & Wine AB,2017,,13.00%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
7341701,10104360,73417,Ferra,Soave Classico,149.00,750.00,198.67,2018-01-15,0,Vitt vin,,,Flaska,,Venetien,Italien,Guerrieri Rizzardi,Sigva AB,2014,,13.00%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
7344601,10104362,73446,Chateau Maucoil,Côtes du Rhône Villages Blanc,156.00,750.00,208.00,2018-01-16,0,Vitt vin,,,Flaska,,Rhonedalen,Frankrike,Ch. Maucoil,Carovin AB,2016,,12.50%,BS,Övrigt sortiment,1,0,0,NA,NA,NA
7154601,10104363,71546,Chateau Maucoil,Côtes du Rhône Villages Rouge,156.00,750.00,208.00,2018-01-16,0,Rött vin,,,Flaska,,Rhonedalen,Frankrike,Ch. Maucoil,Carovin AB,2014,,13.50%,BS,Övrigt sortiment,1,0,0,NA,NA,NA
7029409,10104364,70294,Bristlylådan 11,,852.00,4500.00,189.33,2018-01-15,0,Vin av flera typer,,,6 fl à 750 ml,,,Varierande ursprung,Fler Producenter,Bristly Wine Agents AB,,,13.50%,BS,Övrigt sortiment,1,0,0,NA,NA,NA
7663908,10104365,76639,Blue de Mer,Bernard Magrez,733.00,3000.00,244.33,2018-01-16,0,Rosévin,,,Flaska,,Languedoc-Roussillon,Frankrike,Bernard Magrez,Skrubbes Wines AB,2016,,12.50%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
8744003,10104538,87440,Brewify,Red IPA,28.40,330.00,86.06,2018-01-22,0,Öl,Ale brittisk-amerikansk stil,Imperial/Dubbel IPA,Flaska,,Stockholms län,Sverige,Brewify AB,Brewify AB,,,7.30%,TSLS,Lokalt och småskaligt,0,0,0,"Pale ale-, cara pils-, münich-, cara- och chocolatemalt samt humle av sorterna warrior och simcoe.",NA,NA
8751701,10104540,87517,Fettercairn,Bourbon Cask 29 Years,2995.00,700.00,4278.57,2018-01-22,0,Whisky,Maltwhisky,,Flaska,,Skottland,Storbritannien,Maltbarn,Clydesdale AB,1988,,48.90%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
7270101,10104541,72701,Lioco,Chardonnay,219.00,750.00,292.00,2018-01-17,0,Vitt vin,,,Flaska,,Kalifornien,USA,Lioco,Handpicked Wines Sweden AB,2016,,13.50%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
7340301,10104542,73403,Lioco,Laguna Pinot Noir,369.00,750.00,492.00,2018-01-17,0,Rött vin,,,Flaska,,Kalifornien,USA,Lioco,Handpicked Wines Sweden AB,2015,,13.00%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
7652901,10104543,76529,Lioco,Sativa Carignan,289.00,750.00,385.33,2018-01-17,0,Rött vin,,,Flaska,,Kalifornien,USA,Lioco,Handpicked Wines Sweden AB,2015,,12.50%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
7478901,10104546,74789,Farmers Market,Organic,79.00,750.00,105.33,2018-01-22,0,Rött vin,Kryddigt & Mustigt,,Flaska,,,Italien,Winepartners Nordic AB,Winepartners Nordic AB,,,14.00%,FSB,Ordinarie sortiment,1,0,0,Huvudsakligen negroamaro och primitivo.,NA,NA
8063801,10104547,80638,Stay,Espresso Martini Shot,199.00,700.00,284.29,2018-01-22,0,Likör,Annan likör,,Flaska,,,Danmark,Spritfabriken Danmark,Spivi AB,,,16.40%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
7657801,10104548,76578,Ruffino,Chianti Superiore,129.00,750.00,172.00,2018-01-17,0,Rött vin,,,Flaska,,Toscana,Italien,Ruffino,Philipson Söderberg AB,2015,,13.50%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
7184409,10104549,71844,The Taste of Nebbiolo,,1116.00,4500.00,248.00,2018-01-17,0,Rött vin,,,6 fl à 750 ml,,Piemonte,Italien,Agricola Bosio srl,Malchamax AB,,,14.00%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
8302703,10104550,83027,BrewDog,Indie Pale Ale,14.90,330.00,45.15,2018-02-13,0,Öl,Ale brittisk-amerikansk stil,Amerikansk pale ale (APA),Burk,,,Storbritannien,BrewDog,Cask Sweden AB,,,4.20%,FSB,Ordinarie sortiment,0,0,0,Kornmalt och vete samt humle.,1.00,NA
8278802,10104551,82788,Shoot Crazy,Crocodile,129.00,500.00,258.00,2018-01-22,0,Likör,Annan likör,,Flaska,,,Norge,Arcus Sweden AB,Arcus Sweden AB,,,16.40%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
3070703,1010593,30707,Ysta Caribbean,India Pale Ale Mango/Chili,32.30,330.00,97.88,2015-12-01,0,Öl,Annan öl,,Flaska,Kronkapsyl,Skåne län,Sverige,ÖsterlenBryggarna,Anno 1953 AB,,,6.50%,TSLS,Lokalt och småskaligt,0,0,0,"Kornmalt, humle, chili och mangoarom.",NA,NA
3070801,1010619,30708,Ysta 50/50,,25.90,500.00,51.80,2015-12-01,0,Öl,Mellanmörk lager,Märzen och wienerstil,Flaska,,Skåne län,Sverige,ÖsterlenBryggarna,Anno 1953 AB,,,5.00%,TSLS,Lokalt och småskaligt,0,0,0,Kornmalt och humle.,0.90,NA
8858901,1010650,88589,Zeunerts Julöl,,17.90,500.00,35.80,2015-11-02,0,Öl,Mellanmörk lager,Märzen och wienerstil,Flaska,,,Sverige,Zeunerts Bryggeri,Kopparbergs Bryggeri AB,,,5.10%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
7549101,1010726,75491,Rånäs Slott,Ricossa Piemonte Barbera,139.00,750.00,185.33,2015-11-02,0,Rött vin,Mjukt & Bärigt,,Flaska,,Piemonte,Italien,MGM Mondo del Vino,Mondo Wine Sweden AB,2014,,13.50%,BS,Övrigt sortiment,0,0,0,Barbera.,NA,NA
7561301,1010813,75613,Rånäs Slott,Ricossa Roero Arneis,129.00,750.00,172.00,2015-11-02,0,Vitt vin,,,Flaska,,Piemonte,Italien,MGM Mondo del Vino,Mondo Wine Sweden AB,2017,,13.00%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
8691802,1010828,86918,Azuca,Chipotle och Tequilalikör,199.00,500.00,398.00,2015-11-02,0,Likör,Annan likör,,Flaska,,,Sverige,Galatea Spirits AB,Galatea AB,,,33.00%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
3072101,1010846,30721,Grythyttan Björk,,115.00,750.00,153.33,2015-11-02,0,Fruktvin,Torrt,,Flaska,,Örebro län,Sverige,Grythyttan Vin AB,Grythyttan Vin,2012,,14.00%,TSLS,Lokalt och småskaligt,0,0,0,Björksav.,NA,NA
184015,1010855,1840,Rekorderlig Strawberry-Lime,,12.40,330.00,37.58,2015-12-01,0,Cider,Söt,,Burk,,Kalmar län,Sverige,Åbro Bryggeri,Åbro Bryggeri,,,4.50%,FS,Ordinarie sortiment,0,0,0,"Kolsyrat vatten, päron- och äppelvin, socker samt aromämnen.",1.00,NA
8873601,1010902,88736,Kozel,Dark,16.80,500.00,33.60,2015-11-02,0,Öl,Mörk lager,Dunkel,Flaska,,,Tjeckien,Pilsner Urquell,Asahi Brands Europe a.s. Tjeckien Filial,,,3.80%,BS,Övrigt sortiment,0,0,0,Kornmalt.,NA,NA
7565501,1010911,75655,Langhe,Arneis Cordero di Montezemolo,226.00,750.00,301.33,2015-11-02,0,Vitt vin,,,Flaska,,Piemonte,Italien,Cordero di Montezemolo,Carovin AB,2016,,13.50%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
7473601,1010925,74736,Langhe,Nebbiolo Cordero di Montezemolo,257.00,750.00,342.67,2015-11-02,0,Rött vin,,,Flaska,,Piemonte,Italien,Cordero di Montezemolo,Carovin AB,2015,,14.00%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
8553404,1010928,85534,Kingsbarns,New Make Spirit Drink,256.00,200.00,1280.00,2015-11-02,0,Whisky,Maltsprit,,Flaska,,Skottland,Storbritannien,Kingsbarns Distillery,Clydesdale AB,,,63.50%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
7561501,1010934,75615,Barolo Monfalletto,Cordero di Montezemolo,473.00,750.00,630.67,2015-11-02,0,Rött vin,,,Flaska,,Piemonte,Italien,Cordero di Montezemolo,Carovin AB,2012,,15.00%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
7519001,1010966,75190,Barolo,Cordero di Montezemolo,710.00,750.00,946.67,2015-11-02,0,Rött vin,,,Flaska,,Piemonte,Italien,Cordero di Montezemolo,Carovin AB,2012,,14.50%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
7507201,1011021,75072,Vigna del Convento,,175.00,750.00,233.33,2015-11-02,0,Rött vin,,,Flaska,,Abruzzerna,Italien,Valle Reale,The WineAgency Sweden AB,2011,,13.00%,BS,Övrigt sortiment,1,0,0,NA,NA,NA
3074402,1011333,30744,Järvsö,Brännvins Glögg,165.00,500.00,330.00,2015-11-02,0,Glögg och Glühwein,,,Flaska,,Gävleborgs län,Sverige,Tevsjö Destilleri Järvsö AB,Tevsjö Destilleri i Järvsö AB,,,14.00%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
8492201,1011340,84922,Macduff,Refill Hogshead 18 Years,1191.00,700.00,1701.43,2015-11-02,0,Whisky,Maltwhisky,,Flaska,,Skottland,Storbritannien,Hunter Laing & Company,Clydesdale AB,1997,,50.00%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
8495801,1011543,84958,Glenrothes,Marmalade Appeal,1881.00,700.00,2687.14,2015-11-02,0,Whisky,Maltwhisky,,Flaska,,Skottland,Storbritannien,Wemyss Malts,Clydesdale AB,1988,,46.00%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
277101,1011573,2771,Oinoz,Prestigio,119.00,750.00,158.67,2015-12-01,0,Rött vin,Kryddigt & Mustigt,,Flaska,Naturkork,Castilla y León,Spanien,Agricultura y Bodega Renacimiento SL,Amka Vinimport AB,2009,,15.00%,BS,Övrigt sortiment,0,0,0,Tempranillo.,NA,NA
8402801,1011582,84028,Wemyss Malts,Kiln Embers,598.00,700.00,854.29,2015-11-02,0,Whisky,Maltwhisky,,Flaska,,Skottland,Storbritannien,Wemyss Malts,Clydesdale AB,,,46.00%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
8890904,1011614,88909,Kopparberg Frozen Cider,Mixed Fruit,22.80,250.00,91.20,2015-11-02,0,Cider,Söt,,Påse,,,Sverige,Kopparbergs Bryggeri,Kopparbergs Bryggeri AB,,,4.00%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
8225301,10117,82253,Gewurztraminer,Furstentum Vieilles Vignes Grand Cru,332.00,750.00,442.67,1996-03-01,0,Vitt vin,,,Flaska,,Alsace,Frankrike,Domaine Paul Blanck,Carovin AB,2009,,13.50%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
9004501,1012087,90045,Casa del Inca,Pedro Ximénez,319.00,750.00,425.33,2015-11-06,0,Montilla,,,Flaska,Natur,Montilla-Moriles,Spanien,Equipo Navazos,Vinovativa AB,2013,,15.00%,TSE,Små partier,0,0,0,Pedro Ximénez.,NA,NA
7400701,1012152,74007,Barone Montalto,Rosso,66.00,750.00,88.00,2015-11-02,0,Rött vin,,,Flaska,,Sicilien,Italien,Barone Montalto,Rewine AB,2014,,12.50%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
7040601,1012158,70406,Barone Montalto,Bianco,66.00,750.00,88.00,2015-11-02,0,Vitt vin,,,Flaska,,Sicilien,Italien,Barone Montalto,Rewine AB,2014,,12.00%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
7032801,1012161,70328,Wiseguy,Shiraz,159.00,750.00,212.00,2016-03-01,0,Rött vin,,,Flaska,,Western Australia,Australien,Brygon Reserve Wines,Granqvist Beverage House AB,2012,,15.00%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
7340001,1012174,73400,Almarada,Malbec,169.00,750.00,225.33,2016-03-01,0,Rött vin,,,Flaska,,Cuyo,Argentina,Bodega Sumun,Granqvist Beverage House AB,2012,,14.00%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
7215601,1012177,72156,Almarada,Chardonnay,165.00,750.00,220.00,2016-03-01,0,Vitt vin,,,Flaska,,Cuyo,Argentina,Bodega Sumun,Granqvist Beverage House AB,2012,,13.00%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
