nr,Artikelid,Varnummer,Namn,Namn2,Prisinklmoms,Volymiml,PrisPerLiter,Saljstart,Utgått,Varugrupp,Typ,Stil,Forpackning,Forslutning,Ursprung,Ursprunglandnamn,Producent,Leverantor,Argang,Provadargang,Alkoholhalt,Sortiment,SortimentText,Ekologisk,Etiskt,Koscher,RavarorBeskrivning,Pant,EtisktEtikett
8938903,868743,89389,Club Colombia,,37.30,330.00,113.03,2014-07-01,0,Öl,Ljus lager,Internationell stil,Flaska,,,Colombia,Bavaria Colombia,World Beer Trading KB,,,4.70%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
7334501,868902,73345,Vinarija Milos,Milos Plavac,159.00,750.00,212.00,2014-07-01,0,Rött vin,,,Flaska,,,Kroatien,Vinarija Milos,Triggollo Wine & Spirits AB,2011,,13.50%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
7311301,868905,73113,San Polo,Governo,129.00,750.00,172.00,2014-07-01,0,Rött vin,,,Flaska,Natur,Toscana,Italien,San Polo,Mondo Wine Sweden AB,2014,,13.50%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
7653702,868909,76537,Del Duque,Amontillado 30 Años,239.00,375.00,637.33,2014-07-01,0,Sherry,Torr,,Flaska,,Jerez,Spanien,Gonzalez Byass,Nigab,,,21.50%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
300401,869029,3004,Château Suduiraut,,399.00,750.00,532.00,2014-12-01,0,Vitt vin,Sött,,Flaska,Natur,Bordeaux,Frankrike,Château Suduiraut,Hjo Grosshandel AB,1999,,14.00%,FS,Ordinarie sortiment,0,0,0,Vingården är planterad med 90% sémillon och 10% sauvignon blanc.,NA,NA
7653802,869035,76538,Apostoles,Palo Cortado Muy Viejo 30 Years,239.00,375.00,637.33,2014-07-01,0,Sherry,Torr,,Flaska,,Jerez,Spanien,Gonzalez Byass,Nigab,,,20.00%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
7654302,869094,76543,Matusalem,Cream Vinum Optimum Rare Signatum,239.00,375.00,637.33,2014-07-01,0,Sherry,Söt,,Flaska,,Jerez,Spanien,Gonzalez Byass,Nigab,,,20.50%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
7654502,869195,76545,Noe,Pedro Ximenez Vinum Optimum Rare Signatum,249.00,375.00,664.00,2014-07-01,0,Sherry,Söt,,Flaska,,Jerez,Spanien,Gonzalez Byass,Nigab,,,15.50%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
7382101,869247,73821,Campo Leòn,Amarone Della Valpolicella,304.00,750.00,405.33,2014-07-01,0,Rött vin,Kryddigt & Mustigt,,Flaska,Natur,Venetien,Italien,Latium Morini,Vinupplevelser i Sverige AB,2013,,16.00%,FS,Ordinarie sortiment,0,0,0,"70% corvina, 20% rondinella och 10% oseleta.",NA,NA
8765402,869280,87654,älska,Nordic Berries,27.70,500.00,55.40,2014-07-01,0,Cider,Söt,,Flaska,,,Internationellt märke,Thomas Hardy Burtonwood Limited,Bibendum,,,4.00%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
8703302,869737,87033,älska,Lemon & Ginger,27.70,500.00,55.40,2014-07-01,0,Cider,Söt,,Flaska,,,Internationellt märke,Thomas Hardy Burtonwood Limited,Bibendum,,,4.00%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
1036302,869761,10363,Linie Aquavit,Christmas Edition,219.00,500.00,438.00,2015-11-02,0,Akvavit och Kryddat brännvin,Akvavit,,Flaska,,,Norge,Arcus Sweden AB,Arcus Sweden AB,,,41.50%,TSS,Säsongsdrycker,0,0,0,NA,NA,NA
8712402,869767,87124,älska,Strawberry Lime,27.70,500.00,55.40,2014-07-01,0,Cider,,,Flaska,,,Internationellt märke,Thomas Hardy Burtonwood Limited,Bibendum,,,4.00%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
7830201,869770,78302,Christer Berens,Primitivo,99.00,750.00,132.00,2014-07-01,0,Rött vin,Fruktigt & Smakrikt,,Flaska,,Apulien,Italien,Christer Berens AS,Mondo Wine Sweden AB,2016,,13.50%,BS,Övrigt sortiment,0,0,0,Primitivo.,NA,NA
8992803,869867,89928,Ballast Point Sculpin,India Pale Ale,26.90,355.00,75.78,2014-07-01,0,Öl,Ale brittisk-amerikansk stil,India pale ale (IPA),Flaska,,Kalifornien,USA,Ballast Point Brewing,Cask Sweden AB,,,7.00%,FS,Ordinarie sortiment,0,0,0,Kornmalt och humle.,NA,NA
8969203,870667,89692,Förstlingen,,33.10,330.00,100.30,2014-08-01,0,Öl,Ale brittisk-amerikansk stil,Golden/Blond ale,Flaska,,Örebro län,Sverige,Nora Brygghus AB,Nora Brygghus AB,,,4.60%,TSLS,Lokalt och småskaligt,0,0,0,Kornmalt och humle.,NA,NA
9010501,870697,90105,Bonnes Mares Grand Cru,Marchand-Tawse,1497.00,750.00,1996.00,2014-12-04,0,Rött vin,,,Flaska,Natur,Bourgogne,Frankrike,Marchand-Tawse,Vinitor AB,2012,,13.50%,TSE,Små partier,0,0,0,NA,NA,NA
158601,871159,1586,Saison,Bocq,57.90,750.00,77.20,2014-12-01,0,Öl,Ale belgisk stil,Saison,Flaska,,,Belgien,Brasserie du Bocq,Heba Food & Beverages AB,,,6.40%,FS,Ordinarie sortiment,0,0,0,Korn- och vetemalt samt humle.,NA,NA
420201,871170,4202,Campillo Blanco,Fermentado en Barrica,99.00,750.00,132.00,2014-12-01,0,Vitt vin,,,Flaska,Natur,Rioja,Spanien,Bodegas Campillo,Bibendum,2014,,12.00%,BS,Övrigt sortiment,0,0,0,Viura.,NA,NA
3215801,871248,32158,Brunus,Blend,89.00,750.00,118.67,2014-12-01,0,Rött vin,,,Flaska,Natur,Montsant,Spanien,Portal del Montsant,Grapestyle Scandinavia,2011,,15.00%,BS,Övrigt sortiment,0,0,0,"56% cariñena, 33% garnacha, 5% syrah, 3,5% merlot och 2,5% cabernet sauvignon.",NA,NA
7007201,871441,70072,Cirrus,Syrah,279.00,750.00,372.00,2014-08-01,0,Rött vin,,,Flaska,,Western Cape,Sydafrika,Cirrus Wines,The WineAgency Sweden AB,2015,,15.00%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
7038401,871482,70384,Borgogno,Langhe Rosso,109.00,750.00,145.33,2014-08-01,0,Rött vin,Kryddigt & Mustigt,,Flaska,Plast,Piemonte,Italien,Giacomo Borgogno,The WineAgency Sweden AB,2016,,13.00%,FS,Ordinarie sortiment,0,0,0,"Barbera, dolcetto, freisa och merlot.",NA,NA
7042601,871554,70426,Dolina,,106.00,750.00,141.33,2014-08-01,0,Rött vin,,,Flaska,,,Serbien,Bacina Vino,Vingården Bacina AB,2016,,13.50%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
8902503,871611,89025,Wermlands,Premiärbrygd,23.50,330.00,71.21,2014-08-01,0,Öl,Ale brittisk-amerikansk stil,Amerikansk pale ale (APA),Flaska,,Värmlands län,Sverige,Värmlands Brygghus,Wermlands Brygghus AB,,,5.60%,TSLS,Lokalt och småskaligt,0,0,0,Kornmalt och humle.,NA,NA
8551901,8719,85519,Trimbach,Pinot Gris Réserve,185.00,750.00,246.67,1995-09-01,0,Vitt vin,,,Flaska,,Alsace,Frankrike,Trimbach,Ward Wines AB,2015,,13.50%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
7064101,871945,70641,Coma Vella,Priorat,299.00,750.00,398.67,2014-08-01,0,Rött vin,,,Flaska,Naturkork,Priorat,Spanien,Mas d'en Gil,Arvid Nordquist Vin och Sprithandel,2009,,15.00%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
7830401,872069,78304,Per Ols Vida,,226.00,750.00,301.33,2014-08-01,0,Vitt vin,Friskt & Fruktigt,,Flaska,Skruvkapsyl,Skåne län,Sverige,Österlenvin,Österlenvin HB,2016,,14.50%,TSLS,Lokalt och småskaligt,0,0,0,Solaris.,NA,NA
302701,872075,3027,Ribera 1 One,,99.00,750.00,132.00,2014-12-01,0,Rött vin,Stramt & Nyanserat,,Flaska,Natur,Ribera del Duero,Spanien,Bodegas Aster,Winepartners Nordic AB,2014,,14.50%,FS,Ordinarie sortiment,0,0,0,Tempranillo.,NA,NA
7830501,872078,78305,Per Ols Råsa,,198.00,750.00,264.00,2014-08-01,0,Rosévin,Friskt & Bärigt,,Flaska,Skruvkapsyl,Skåne län,Sverige,Österlenvin,Österlenvin HB,2016,,12.00%,TSLS,Lokalt och småskaligt,0,0,0,Rondo.,NA,NA
8641202,872201,86412,von Dübens Punsch,,291.00,500.00,582.00,2014-08-01,0,Punsch,Punsch,,Flaska,,Jönköpings län,Sverige,Vistakulle Fruktodling,Per Knutsson Vistakullefruktodling,,,26.00%,TSLS,Lokalt och småskaligt,0,0,0,NA,NA,NA
7052001,872457,70520,Le Versant,Chardonnay,99.00,750.00,132.00,2014-08-01,0,Vitt vin,,,Flaska,,Languedoc-Roussillon,Frankrike,Foncalieu,Arvid Nordquist Vin och Sprithandel,2016,,13.00%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
8632601,872460,86326,Aylesbury Duck Vodka,,339.00,700.00,484.29,2014-08-01,0,Vodka och Brännvin,Vodka,,Flaska,,,Kanada,The 86 Company,Sophronie AB,,,40.00%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
7071601,872472,70716,Le Versant,Syrah,99.00,750.00,132.00,2014-08-01,0,Rött vin,,,Flaska,,Languedoc-Roussillon,Frankrike,Foncalieu,Arvid Nordquist Vin och Sprithandel,2016,,13.00%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
8660601,872490,86606,Cana Brava,Rum,349.00,700.00,498.57,2014-08-01,0,Rom,Ljus rom,,Flaska,,,Panama,The 86 Company,Sophronie AB,,,43.00%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
8631301,872505,86313,Fords,London Dry Gin,359.00,700.00,512.86,2014-08-01,0,Gin och Genever,Gin,,Flaska,,England,Storbritannien,The 86 Company,Sophronie AB,,,45.00%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
7021501,872511,70215,Bolla Le Poiane,Amarone,259.00,750.00,345.33,2014-08-01,0,Rött vin,Kryddigt & Mustigt,,Flaska,Naturkork,Venetien,Italien,Bolla,Domaine Wines Sweden AB,2013,,15.00%,FS,Ordinarie sortiment,0,0,0,NA,NA,NA
7831001,872613,78310,La Torraccia,Villa Simone,164.00,750.00,218.67,2014-08-01,0,Rött vin,,,Flaska,,Latium,Italien,Villa Simone,Risotto Fine Foods & Wine,2010,,13.50%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
8215601,8728,82156,Trimbach,Gewurztraminer,179.00,750.00,238.67,1995-09-01,0,Vitt vin,,,Flaska,,Alsace,Frankrike,Trimbach,Ward Wines AB,2015,,13.50%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
7831101,872866,78311,Villa Simone,Lazio Syrah,134.00,750.00,178.67,2014-08-01,0,Rött vin,,,Flaska,,Latium,Italien,Villa Simone,Risotto Fine Foods & Wine,2016,,13.00%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
8905001,872896,89050,Glenfiddich,26 Years Excellence,3790.00,700.00,5414.29,2014-08-01,0,Whisky,Maltwhisky,,Flaska,,Skottland,Storbritannien,William Grant & Sons,Nigab,,,43.00%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
7419301,872915,74193,Fincas Valdemar,Crianza,159.00,750.00,212.00,2014-08-01,0,Rött vin,,,Flaska,,Ribera del Duero,Spanien,Bodegas Valdemar,Sigva AB,2012,,14.00%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
1015401,872952,10154,Port Ellen,35 Years,23102.00,700.00,33002.86,2014-11-27,0,Whisky,Maltwhisky,,Flaska,Natur,Skottland,Storbritannien,Diageo Plc,Diageo Sweden AB,,,56.50%,TSE,Små partier,0,0,0,NA,NA,NA
135203,873,1352,TT,Original Lager,11.90,330.00,36.06,1992-07-01,0,Öl,Ljus lager,Internationell stil,Flaska,,Stockholms län,Sverige,Three Towns Ind Brewers,Galatea AB,,,4.50%,BS,Övrigt sortiment,1,0,0,NA,NA,NA
7039201,873070,70392,Pouilly-Fuissé,,189.00,750.00,252.00,2014-08-01,0,Vitt vin,,,Flaska,Naturkork,Bourgogne,Frankrike,Vignerons des Terres Secrètes,Vinunic AB,2015,,13.00%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
7069901,873095,70699,Jules Muller,Pinot Gris Réserve,108.00,750.00,144.00,2014-08-01,0,Vitt vin,Druvigt & Blommigt,,Flaska,,Alsace,Frankrike,Jules Muller,Tryffelsvinet AB,2015,,13.50%,BS,Övrigt sortiment,0,0,0,Pinot gris.,NA,NA
7009601,873118,70096,Colombelle,,99.00,750.00,132.00,2014-08-01,0,Vitt vin,,,Flaska,,Frankrike sydväst,Frankrike,Plaimont Producteurs,AB Wicked Wine Sweden,2017,,10.50%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
7023601,873148,70236,Schubert,Sauvignon blanc,212.00,750.00,282.67,2014-08-01,0,Vitt vin,,,Flaska,,Wellington N Z,Nya Zeeland,Schubert Wines,AB Wicked Wine Sweden,2012,,13.50%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
8500301,873175,85003,Tomatin,14 Year Port Wood Finish,572.00,700.00,817.14,2014-08-01,0,Whisky,Maltwhisky,,Flaska,,Skottland,Storbritannien,Tomatin,Galatea AB,,,46.00%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
7454801,873502,74548,El Miracle,Cava Brut Organic,99.00,750.00,132.00,2014-08-01,0,Mousserande vin,Vitt Torrt,,Flaska,,Cava,Spanien,Vicente Gandía,We & Wine AB,,,11.50%,BS,Övrigt sortiment,1,0,0,NA,NA,NA
790601,873511,7906,Stefan Winter,Riesling Brut,139.00,750.00,185.33,2014-12-01,0,Mousserande vin,Vitt Torrt,,Flaska,Natur,Pfalz,Tyskland,Stefan Winter,AB Wicked Wine Sweden,2014,,12.00%,BS,Övrigt sortiment,0,0,0,Riesling.,NA,NA
7428301,873514,74283,Château Laroque,,359.00,750.00,478.67,2014-08-01,0,Rött vin,,,Flaska,,Bordeaux,Frankrike,Château Laroque,We & Wine AB,2010,,14.50%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
42701,873647,427,Nikka All Malt,,407.00,700.00,581.43,2014-12-01,0,Whisky,Maltwhisky,,Flaska,,,Japan,The Nikka Whisky Distilling Co,Symposion AB,,,40.00%,FS,Ordinarie sortiment,0,0,0,Kornmalt.,NA,NA
40201,873650,402,Singleton,Spey Cascade,349.00,700.00,498.57,2014-12-01,0,Whisky,Maltwhisky,,Flaska,,Skottland,Storbritannien,Diageo plc,Diageo Sweden AB,,,40.00%,BS,Övrigt sortiment,0,0,0,Kornmalt.,NA,NA
41604,873653,416,The Glenlivet,Tasting Experience,438.00,600.00,730.00,2014-12-01,0,Whisky,Maltwhisky,,3 fl à 200 ml,,Skottland,Storbritannien,Chivas Brothers,Pernod Ricard Sweden AB,,,41.00%,FS,Ordinarie sortiment,0,0,0,NA,NA,NA
790701,873677,7907,Didier Michel,Grand Cru,329.00,750.00,438.67,2014-12-01,0,Mousserande vin,Vitt Torrt,,Flaska,Natur,Champagne,Frankrike,Champagne Didier Michel,Vinia Sweden AB,2009,,12.00%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
8502801,873722,85028,Runa Vodka,Dark Label,379.00,700.00,541.43,2014-08-01,0,Vodka och Brännvin,Vodka,,Flaska,,,Sverige,Runa Vodka AB,Runa Vodka AB,,,37.50%,BS,Övrigt sortiment,1,0,0,NA,NA,NA
8505001,873747,85050,Runa Vodka,Original,434.00,700.00,620.00,2014-08-01,0,Vodka och Brännvin,Vodka,,Flaska,,,Sverige,Runa Vodka AB,Runa Vodka AB,,,43.00%,BS,Övrigt sortiment,1,0,0,NA,NA,NA
7663401,873805,76634,Lillet Rosé,,155.00,750.00,206.67,2014-08-01,0,Aperitif,,,Flaska,,,Frankrike,Lillet Frères,Pernod Ricard Sweden AB,,,17.00%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
52602,873842,526,Havana Club Añejo,3 años,134.00,350.00,382.86,2014-08-01,0,Rom,Ljus rom,,Flaska,,,Kuba,Havana Club International,Pernod Ricard Sweden AB,,,40.00%,FS,Ordinarie sortiment,0,0,0,Sockerrör.,NA,NA
7409701,874057,74097,Domaine Torraccia,,189.00,750.00,252.00,2014-08-01,0,Rött vin,,,Flaska,Korkpropp,Korsika,Frankrike,Domaine de Torraccia,Corseimport,2011,,12.50%,BS,Övrigt sortiment,1,0,0,NA,NA,NA
303101,874072,3031,Matua,Organic Sauvignon Blanc,109.00,750.00,145.33,2014-12-01,0,Vitt vin,Friskt & Fruktigt,,Flaska,Skruvkapsyl,Marlborough,Nya Zeeland,Matua Valley Wines,Treasury Wine Estates Sweden AB,2017,,12.00%,FS,Ordinarie sortiment,1,0,0,Sauvignon blanc.,NA,NA
53801,874263,538,Doorly's XO,Fine Old Barbados Rum,399.00,700.00,570.00,2014-12-01,0,Rom,Mörk rom,,Flaska,,,Barbados,R L Seale & Company Ltd,Renbjer & Magnusson AB,,,40.00%,BS,Övrigt sortiment,0,0,0,Sockerrör.,NA,NA
7662401,874273,76624,Pannier,Velours Blanc,439.00,750.00,585.33,2014-08-01,0,Mousserande vin,Vitt Torrt,,Flaska,,Champagne,Frankrike,Pannier,Galatea AB,,,12.00%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
42101,874317,421,Glengoyne,12 Years,419.00,700.00,598.57,2014-12-01,0,Whisky,Maltwhisky,,Flaska,,Skottland,Storbritannien,Ian Macleod,Cask Sweden AB,,,43.00%,BS,Övrigt sortiment,0,0,0,Mältat korn.,NA,NA
7477201,874344,74772,Chunky Red,Zinfandel,100.00,750.00,133.33,2014-08-01,0,Rött vin,Fruktigt & Smakrikt,,Flaska,Natur,Apulien,Italien,Oenoforos AB,Oenoforos AB,2015,,15.00%,BS,Övrigt sortiment,0,0,0,Zinfandel.,NA,NA
303401,874444,3034,Casa Vinironia Palloncino,Aglianico,69.00,750.00,92.00,2014-12-01,0,Rött vin,Kryddigt & Mustigt,,PET-flaska,Skruvkapsyl,Apulien,Italien,Megale Hellas srl,Giertz Vinimport AB,2016,,13.50%,FS,Ordinarie sortiment,0,0,0,Aglianico.,1.00,NA
1125102,874981,11251,Cognac Foucauld XO,Christmas Limited Edition,399.00,500.00,798.00,2014-11-03,0,Cognac,,,Flaska,,Cognac,Frankrike,Distilleries de Matha,Chris-Wine AB,,,40.00%,TSS,Säsongsdrycker,0,0,0,NA,NA,NA
7662502,874992,76625,Stepp Scheurebe,Beerenauslese,155.00,375.00,413.33,2014-08-01,0,Vitt vin,Sött,,Flaska,,Pfalz,Tyskland,GP Winery,Oenoforos AB,2015,,12.00%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
640601,8750,6406,Tahbilk,Marsanne,109.00,750.00,145.33,1995-10-02,0,Vitt vin,,,Flaska,Skruvkapsyl,Victoria,Australien,Tahbilk,Spendrups Bryggeri AB,2016,,13.00%,BS,Övrigt sortiment,0,0,0,Marsanne,NA,NA
7431001,875011,74310,Edward Blom,Riesling Trocken,99.00,750.00,132.00,2014-08-01,0,Vitt vin,Friskt & Fruktigt,,Flaska,,Rheinhessen,Tyskland,Janake Wine Group,janake wine group AB,2016,,12.00%,BS,Övrigt sortiment,0,0,0,Riesling.,NA,NA
7013301,876174,70133,Zensa Fiano,,89.00,750.00,118.67,2014-08-01,0,Vitt vin,,,Flaska,,Apulien,Italien,Orion Wines,WineWorld AB,2016,,12.50%,BS,Övrigt sortiment,1,0,0,NA,NA,NA
7748001,876272,77480,Michel Arnould,Grand Cru Brut Rosé,380.00,750.00,506.67,2014-08-01,0,Mousserande vin,Rosé,,Flaska,,Champagne,Frankrike,Michel Arnould,Theis Vine AB,,,12.00%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
7758001,876294,77580,Michel Arnould,Mémoire De Vignes,844.00,750.00,1125.33,2014-08-01,0,Mousserande vin,Vitt Torrt,,Flaska,,Champagne,Frankrike,Michel Arnould,Theis Vine AB,2011,,12.00%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
7077701,876397,70777,Meerlust,Pinot Noir,235.00,750.00,313.33,2014-08-01,0,Rött vin,,,Flaska,,Western Cape,Sydafrika,Meerlust,Tryffelsvinet AB,2015,,13.00%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
7410801,876787,74108,Château de Barbe Blanche,,169.00,750.00,225.33,2014-08-01,0,Rött vin,,,Flaska,,Bordeaux,Frankrike,André Lurton,Bibendum,2011,,13.50%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
7474701,876800,74747,Vigorello,,369.00,750.00,492.00,2014-08-01,0,Rött vin,,,Flaska,,Toscana,Italien,San Felice,Moestue Grape Selections AB,2010,,14.50%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
8533501,876804,85335,Flying Dutchman,Dark Rum No 3,539.00,700.00,770.00,2014-08-01,0,Rom,Mörk rom,,Flaska,,,Nederländerna,Zuidam Distillers BV,Clydesdale AB,,,40.00%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
7834101,876807,78341,Greywacke,Pinot Noir,269.00,750.00,358.67,2014-08-01,0,Rött vin,,,Flaska,Skruvkapsyl,Marlborough,Nya Zeeland,Greywacke Vineyards,Handpicked Wines Sweden AB,2014,,14.00%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
7464401,876810,74644,Il Grigio,Chianti Classico Riserva,189.00,750.00,252.00,2014-08-01,0,Rött vin,,,Flaska,,Toscana,Italien,San Felice,Moestue Grape Selections AB,2012,,14.00%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
7834201,876816,78342,Teatro,Red,99.00,750.00,132.00,2014-08-01,0,Rött vin,,,Flaska,,Jumilla,Spanien,Bodegas Alceño,Handpicked Wines Sweden AB,2015,,12.50%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
7834301,876825,78343,Teatro White,,99.00,750.00,132.00,2014-08-01,0,Vitt vin,,,Flaska,,Jumilla,Spanien,Bodegas Alceño,Handpicked Wines Sweden AB,2016,,12.00%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
8589201,876828,85892,Glen Grant,19 Years,1293.00,700.00,1847.14,2014-08-01,0,Whisky,Maltwhisky,,Flaska,,Skottland,Storbritannien,Edition Spirits,Clydesdale AB,1994,,55.50%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
7834401,876835,78344,Teatro Rosé,,99.00,750.00,132.00,2014-08-01,0,Rosévin,,,Flaska,,,Spanien,Cristo de la Vega,Handpicked Wines Sweden AB,2014,,11.50%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
7717601,876841,77176,Tribaut,Brut Nature,289.00,750.00,385.33,2014-08-01,0,Mousserande vin,Vitt Torrt,,Flaska,,Champagne,Frankrike,Tribaut,Handpicked Wines Sweden AB,,,12.50%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
7834601,877027,78346,Cristo di Campobello,Lalùci Grillo,179.00,750.00,238.67,2014-08-01,0,Vitt vin,,,Flaska,,Sicilien,Italien,Baglio del Cristo di Campobello,Handpicked Wines Sweden AB,2014,,13.00%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
7834701,877040,78347,C'D'C,Cristo di Campobello,129.00,750.00,172.00,2014-08-01,0,Rött vin,,,Flaska,,Sicilien,Italien,Baglio del Cristo di Campobello,Handpicked Wines Sweden AB,2015,,13.50%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
8662201,877133,86622,Dufftown,18 Years,1186.00,700.00,1694.29,2014-08-01,0,Whisky,Maltwhisky,,Flaska,,Skottland,Storbritannien,Hunter Laing & Company,Clydesdale AB,1995,,50.00%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
8649301,877170,86493,Craigellachie,11 Years,898.00,700.00,1282.86,2014-08-01,0,Whisky,Maltwhisky,,Flaska,,Skottland,Storbritannien,A D Rattray Limited,Clydesdale AB,2002,,60.00%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
8507104,877248,85071,Teapot Bitters,,274.00,100.00,2740.00,2014-08-01,0,Bitter,,,Minibutelj,,England,Storbritannien,Adam Elmegirab,Cranberries Jakobsson & Lövgren AB,,,38.00%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
8782404,877277,87824,The Dead Rabbit,Orinoco,295.00,100.00,2950.00,2014-08-01,0,Bitter,,,Minibutelj,,England,Storbritannien,Adam Elmegirab,Cranberries Jakobsson & Lövgren AB,,,45.00%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
8743901,877281,87439,Bank Note,,400.00,700.00,571.43,2014-08-01,0,Whisky,Blended whisky,,Flaska,,Skottland,Storbritannien,A D Rattray Limited,Clydesdale AB,,,46.00%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
8796501,877499,87965,Clan Denny,Sweeltly Spiced,549.00,700.00,784.29,2014-08-01,0,Whisky,Maltwhisky,,Flaska,,Skottland,Storbritannien,Douglas Hamilton Company,Clydesdale AB,,,46.00%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
8793902,877524,87939,Sipsmith,Sloe Gin,389.00,500.00,778.00,2014-08-01,0,Likör,Bärlikör,,Flaska,,England,Storbritannien,Sipsmith,Edrington Sweden AB,,,29.00%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
8557901,877680,85579,Sipsmith,V.J.O.P,599.00,700.00,855.71,2014-08-01,0,Gin och Genever,Gin,,Flaska,,England,Storbritannien,Sipsmith,Edrington Sweden AB,,,57.70%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
7653902,877988,76539,Ninki Ichi,Umeshu,250.00,500.00,500.00,2014-08-01,0,Fruktvin,Sött,,Flaska,,,Japan,Ninki-Ichi,Flying Brewery AB,,,18.00%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
7662302,878192,76623,Ninki-Ichi,Sparkling Sake,108.00,300.00,360.00,2014-08-01,0,Sake,,,Flaska,,,Japan,Flying Brewery,Flying Brewery AB,,,7.00%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
7656901,878202,76569,Ninki Ichi,Black Ninki Junmai Ginjo,212.00,720.00,294.44,2014-08-01,0,Sake,,,Flaska,,,Japan,Flying Brewery,Flying Brewery AB,,,14.50%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
1129601,878205,11296,Singleton of Glendullan,38 Years Diageo Plc,7902.00,700.00,11288.57,2014-12-05,0,Whisky,Maltwhisky,,Flaska,,Skottland,Storbritannien,Diageo Plc,Diageo Sweden AB,,,59.80%,TSE,Små partier,0,0,0,NA,NA,NA
7651101,878208,76511,Toyokuni,Junmai Shu,212.00,720.00,294.44,2014-08-01,0,Sake,,,Flaska,,,Japan,Flying Brewery,Flying Brewery AB,,,14.50%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
7658501,878230,76585,KG Moon,Full Moon Junmai Ginjo,265.00,720.00,368.06,2014-08-01,0,Sake,,,Flaska,,,Japan,Flying Brewery,Flying Brewery AB,,,15.00%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
7659006,878233,76590,Ninki Ichi,Red Ninki Dentoshu,300.00,1800.00,166.67,2014-08-01,0,Sake,,,Magnum,,,Japan,Flying Brewery,Flying Brewery AB,,,14.50%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
7657601,878236,76576,Ninki Ichi,Yuzushu,253.00,720.00,351.39,2014-08-01,0,Fruktvin,Sött,,Flaska,,,Japan,Flying Brewery,Flying Brewery AB,,,8.00%,BS,Övrigt sortiment,0,0,0,NA,NA,NA
